ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Returned
5851,E,Road,7,2,687.52,2,high,Female,6.76,3537,0
5852,E,Flight,4,3,437.76,17,medium,Male,1.49,2740,0
5853,A,Road,1,5,204.48,10,low,Male,21.06,4079,0
5854,D,Road,6,5,736.72,10,low,Female,24.07,1930,0
5855,D,Flight,5,5,36.77,4,medium,Male,26.25,3660,0
5856,B,Road,1,5,299.41,2,medium,Female,20.51,2767,0
5857,B,Ship,5,5,362.62,1,low,Female,13.03,1985,0
5858,B,Road,7,4,463.64,14,low,Male,14.78,926,0
5859,C,Ship,0,1,683.07,4,medium,Female,22.81,1066,0
5860,B,Flight,3,2,464.81,4,high,Female,5.34,339,0
5861,D,Flight,0,1,598.38,15,medium,Male,13.58,1414,1
5862,C,Ship,1,4,599.82,16,high,Male,1.62,2326,0
5863,E,Road,0,5,379.54,6,low,Male,3.16,3799,1
5864,A,Ship,5,4,934.63,1,high,Male,6.92,599,0
5865,B,Ship,5,4,956.3,13,high,Female,18.9,907,0
5866,E,Flight,0,1,586.03,17,low,Male,27.6,1544,1
5867,D,Ship,3,2,80.97,11,low,Male,10.95,2289,1
5868,A,Road,3,3,496.22,16,high,Male,15.01,3926,0
5869,E,Ship,7,3,192.58,5,medium,Female,17.12,3199,1
5870,A,Flight,5,2,488.38,4,medium,Female,8.54,4440,0
5871,B,Road,1,5,196.6,6,low,Male,20.69,4207,0
5872,D,Flight,4,4,706.82,17,low,Female,6.37,2508,0
5873,A,Ship,3,5,89.62,19,medium,Male,5.68,1447,0
5874,E,Ship,9,4,953.77,10,medium,Female,6.17,1732,1
5875,B,Flight,3,3,203.42,4,low,Female,14.38,1691,0
5876,B,Flight,7,2,664.05,5,medium,Female,7.51,1128,0
5877,E,Road,4,1,917.79,6,high,Male,13.0,2540,0
5878,E,Flight,2,1,255.41,2,low,Male,11.31,4533,0
5879,A,Flight,9,2,934.95,2,high,Female,24.93,1091,0
5880,C,Ship,3,3,394.79,1,high,Female,6.57,3807,1
5881,B,Ship,0,4,960.93,19,high,Male,9.18,901,0
5882,A,Flight,5,1,971.65,3,high,Male,28.57,4107,1
5883,E,Flight,9,3,196.2,4,medium,Female,7.34,3528,0
5884,A,Ship,3,2,832.78,1,low,Male,23.91,1759,0
5885,E,Road,5,5,201.49,15,medium,Male,4.25,3289,0
5886,D,Road,1,3,234.18,11,high,Female,17.6,906,0
5887,E,Road,4,3,93.29,14,high,Female,2.76,3279,1
5888,E,Road,8,5,164.97,3,high,Male,12.3,3440,0
5889,E,Ship,7,3,635.9,2,high,Male,28.67,487,0
5890,C,Flight,2,1,454.76,13,low,Female,19.28,4907,1
5891,E,Road,0,1,793.03,12,low,Female,6.23,3460,0
5892,B,Ship,9,1,338.68,5,low,Male,24.27,4243,0
5893,B,Flight,2,3,968.94,3,high,Female,19.63,3508,0
5894,A,Road,7,3,59.37,0,high,Female,27.83,4857,0
5895,C,Flight,2,3,72.31,2,low,Female,6.86,895,1
5896,A,Road,4,2,704.36,11,low,Male,3.64,1752,0
5897,B,Flight,1,5,888.66,2,low,Female,19.05,4893,0
5898,B,Road,0,3,797.55,17,medium,Male,27.41,3426,0
5899,D,Road,9,5,494.92,13,high,Female,23.33,462,0
5900,E,Flight,4,4,276.94,4,low,Female,12.33,3068,0
5901,B,Flight,4,1,23.32,0,low,Male,12.95,2255,0
5902,A,Flight,5,2,514.36,13,high,Male,9.98,3499,1
5903,A,Ship,1,5,480.88,11,medium,Male,27.52,2000,0
5904,E,Ship,8,1,350.8,0,high,Female,24.35,2051,1
5905,E,Flight,1,2,582.29,1,low,Male,8.02,3602,1
5906,D,Ship,1,1,731.53,11,low,Female,9.62,3932,0
5907,C,Road,4,3,703.88,12,medium,Male,22.19,1781,0
5908,A,Flight,8,3,270.62,19,medium,Male,12.72,1619,0
5909,E,Ship,3,1,589.45,14,high,Female,18.29,4734,0
5910,A,Flight,5,2,157.29,15,low,Female,4.66,4177,0
5911,E,Road,1,1,130.39,18,medium,Male,24.8,141,1
5912,B,Road,3,4,788.0,4,low,Female,16.69,2508,1
5913,A,Ship,8,2,696.81,1,medium,Male,24.77,3845,0
5914,B,Road,1,2,770.25,5,medium,Male,21.45,2546,0
5915,A,Flight,0,1,160.94,7,low,Male,12.87,4094,0
5916,C,Ship,3,5,915.47,6,low,Male,20.42,3318,1
5917,D,Flight,3,1,141.78,12,high,Male,1.8,4807,0
5918,B,Flight,0,5,871.34,5,high,Male,13.08,2736,0
5919,E,Flight,3,2,358.86,8,high,Male,13.08,1568,1
5920,C,Road,2,3,114.38,11,low,Female,12.62,2068,0
5921,A,Flight,1,3,293.9,9,medium,Female,3.53,1024,0
5922,B,Road,9,1,189.63,10,high,Female,14.61,2742,0
5923,A,Flight,3,5,495.76,0,low,Male,22.85,190,0
5924,A,Road,7,1,950.25,9,high,Male,9.69,3858,0
5925,A,Road,6,4,334.59,15,high,Female,24.56,4798,1
5926,D,Road,8,1,615.98,18,high,Male,17.56,3427,0
5927,D,Flight,7,1,892.8,9,medium,Female,21.72,1426,0
5928,E,Flight,0,1,633.77,14,low,Male,26.93,2847,0
5929,B,Road,1,1,368.58,13,medium,Female,14.47,3288,0
5930,C,Flight,1,5,990.93,2,high,Male,25.35,263,0
5931,C,Road,7,5,195.54,3,high,Male,4.21,3393,1
5932,C,Flight,3,5,528.02,7,medium,Male,23.35,4632,0
5933,A,Road,8,4,798.74,0,high,Female,25.01,1462,0
5934,D,Road,1,4,10.64,19,high,Female,27.1,3168,0
5935,B,Ship,3,1,705.02,14,medium,Male,2.43,3368,0
5936,A,Flight,0,5,273.83,6,low,Male,3.51,237,1
5937,D,Flight,2,4,178.03,11,high,Male,0.68,4125,0
5938,D,Ship,5,3,281.45,2,high,Female,15.17,1940,0
5939,B,Road,8,1,967.15,4,low,Female,5.79,206,1
5940,B,Road,0,2,893.02,7,medium,Male,17.03,1818,0
5941,B,Ship,4,5,221.62,10,medium,Male,26.77,2190,0
5942,A,Ship,1,1,125.86,18,high,Female,9.81,2198,0
5943,E,Road,6,1,370.51,11,high,Female,0.16,1785,0
5944,B,Flight,3,2,596.41,19,medium,Male,26.7,3982,0
5945,E,Ship,4,3,868.47,6,high,Male,18.66,3041,0
5946,A,Ship,7,4,966.43,13,medium,Male,6.05,780,1
5947,E,Ship,1,4,753.64,1,medium,Female,20.77,3595,0
5948,C,Ship,2,2,603.02,11,medium,Male,18.98,2805,0
5949,E,Ship,4,2,150.91,8,high,Male,11.4,2453,1
5950,B,Ship,9,4,83.29,11,medium,Female,6.36,3621,0
5951,A,Road,3,3,600.07,5,low,Male,29.77,1238,0
5952,B,Road,4,3,543.67,5,low,Male,19.29,1771,1
5953,C,Ship,2,1,847.63,18,medium,Male,0.05,2742,0
5954,B,Road,8,2,329.38,19,low,Female,3.77,2987,1
5955,B,Flight,7,2,49.29,5,medium,Male,7.42,2260,1
5956,B,Flight,5,2,429.47,16,high,Female,24.39,2034,1
5957,D,Ship,0,4,969.49,16,high,Male,14.24,1484,0
5958,C,Flight,3,4,797.62,16,high,Male,1.8,312,0
5959,B,Flight,6,4,43.43,9,medium,Male,7.95,2257,0
5960,B,Road,9,3,875.93,10,medium,Female,29.42,509,0
5961,B,Road,4,4,476.97,7,low,Female,23.04,3492,0
5962,A,Road,3,1,371.12,13,low,Female,0.14,1471,1
5963,D,Road,8,4,353.27,18,high,Male,25.16,2668,0
5964,A,Flight,7,3,599.19,17,medium,Male,5.77,4349,0
5965,D,Ship,2,2,535.29,14,low,Male,9.92,3632,0
5966,B,Road,5,1,660.06,17,high,Female,3.55,1640,0
5967,C,Flight,3,3,577.91,19,medium,Male,0.32,2933,0
5968,E,Road,6,5,152.51,16,low,Female,15.12,3736,0
5969,E,Flight,0,2,264.66,4,low,Female,8.58,506,1
5970,B,Road,0,4,842.62,3,low,Female,10.8,1343,1
5971,A,Ship,5,3,666.63,10,low,Female,5.07,1832,1
5972,C,Road,9,5,453.92,15,high,Male,24.19,4286,1
5973,D,Ship,6,3,190.78,6,high,Male,5.2,4663,1
5974,B,Road,8,4,17.61,15,low,Male,15.52,1351,0
5975,C,Road,6,3,318.77,5,medium,Female,14.08,1096,0
5976,C,Road,8,5,64.3,19,medium,Female,27.59,2225,0
5977,D,Flight,9,3,487.46,9,medium,Male,29.63,1298,0
5978,C,Flight,8,1,823.58,10,high,Male,27.17,4990,0
5979,A,Ship,7,1,292.54,14,medium,Male,22.01,2156,0
5980,A,Ship,6,4,849.28,11,medium,Female,12.92,4505,0
5981,A,Flight,2,5,707.52,15,medium,Male,3.92,1768,0
5982,C,Ship,2,5,134.01,17,medium,Female,26.1,4398,0
5983,A,Ship,4,5,648.12,6,high,Male,21.49,2662,1
5984,D,Flight,6,5,160.16,13,medium,Female,3.95,3948,0
5985,C,Flight,9,5,658.24,8,low,Male,2.64,1556,1
5986,E,Flight,6,2,151.29,5,high,Male,20.23,1489,0
5987,C,Flight,0,3,398.59,10,medium,Male,27.18,1969,0
5988,D,Road,7,5,570.93,12,low,Female,6.42,4333,0
5989,E,Flight,0,1,59.87,17,high,Male,12.36,1626,1
5990,C,Ship,3,3,161.78,11,low,Female,28.93,2528,0
5991,A,Road,1,4,327.2,5,medium,Male,28.38,3209,0
5992,B,Road,4,4,467.7,8,medium,Female,20.96,4941,0
5993,B,Ship,5,5,859.9,17,medium,Male,14.22,2824,0
5994,A,Road,3,2,195.4,14,low,Male,11.19,1600,0
5995,B,Ship,3,2,354.0,8,high,Male,11.73,681,0
5996,B,Road,6,3,481.02,9,low,Male,15.15,2364,0
5997,A,Road,3,2,302.82,1,low,Male,20.63,1192,1
5998,A,Ship,1,4,629.49,13,low,Male,15.33,1453,1
5999,C,Ship,3,5,264.04,10,medium,Male,6.89,378,0
6000,C,Ship,6,1,774.63,12,low,Female,22.59,3952,0
6001,A,Ship,0,4,510.1,1,low,Female,13.59,2045,0
6002,D,Flight,3,4,95.44,6,low,Female,17.19,4790,0
6003,B,Flight,5,3,630.73,14,high,Male,23.28,979,0
6004,C,Ship,7,2,573.55,6,low,Female,11.52,1173,0
6005,B,Flight,7,1,345.21,11,low,Female,27.9,4173,0
6006,E,Ship,8,1,21.05,6,medium,Female,15.3,3036,0
6007,A,Ship,4,2,208.69,4,low,Female,21.11,546,1
6008,D,Road,1,5,411.65,14,low,Male,22.65,431,0
6009,E,Ship,2,2,207.91,6,medium,Female,10.93,2383,0
6010,E,Ship,1,5,581.72,1,low,Female,7.74,4167,0
6011,E,Ship,8,1,715.2,1,low,Male,27.7,1924,0
6012,A,Ship,5,3,857.46,18,high,Female,9.4,1816,0
6013,C,Road,0,4,650.51,8,high,Male,3.29,1643,1
6014,A,Ship,2,1,692.12,1,low,Female,14.87,3763,0
6015,C,Road,6,1,612.36,13,high,Male,24.74,1708,0
6016,E,Ship,6,1,985.63,14,low,Male,8.46,1881,0
6017,E,Road,4,4,268.39,11,high,Female,14.81,4427,0
6018,D,Flight,2,5,273.6,18,low,Male,10.85,4576,0
6019,C,Road,6,3,135.07,14,high,Male,0.74,2356,1
6020,E,Road,4,3,490.83,5,low,Male,4.13,3246,0
6021,B,Ship,5,3,105.2,9,medium,Female,23.91,2330,0
6022,D,Road,2,5,277.45,9,medium,Male,28.04,882,0
6023,A,Road,5,2,487.85,2,low,Female,0.13,934,0
6024,D,Ship,6,2,958.02,8,high,Female,25.84,3834,0
6025,B,Flight,7,3,964.17,4,medium,Male,21.72,1918,0
6026,C,Flight,1,1,746.3,6,high,Male,20.55,2241,0
6027,A,Flight,1,1,395.36,18,high,Female,12.9,4849,0
6028,A,Road,5,4,866.51,9,medium,Female,9.95,4992,0
6029,C,Ship,7,2,876.7,10,medium,Male,12.32,4839,1
6030,D,Flight,4,1,911.1,5,high,Female,18.04,2727,1
6031,E,Flight,0,3,643.62,18,low,Female,28.4,4398,1
6032,D,Flight,0,4,209.77,6,medium,Male,6.21,4569,1
6033,B,Flight,9,2,100.17,15,low,Female,29.21,2620,0
6034,E,Ship,8,4,915.63,11,low,Female,6.99,1647,0
6035,D,Flight,3,1,64.99,17,medium,Male,25.37,4247,0
6036,C,Road,9,3,302.93,13,low,Female,19.8,4014,0
6037,B,Road,0,3,492.09,15,low,Male,22.35,1866,0
6038,B,Ship,7,3,31.76,5,low,Male,24.95,2115,0
6039,B,Flight,1,1,907.84,0,low,Male,0.35,942,0
6040,E,Flight,1,5,294.25,12,high,Male,21.73,1194,0
6041,A,Road,0,3,38.22,5,low,Male,29.87,4005,0
6042,E,Ship,0,5,993.65,5,low,Male,14.84,145,1
6043,D,Road,8,3,318.28,5,low,Female,16.26,4823,1
6044,A,Ship,0,5,878.0,11,low,Male,3.18,4544,0
6045,D,Ship,5,2,458.94,8,high,Female,10.22,4461,1
6046,A,Ship,6,2,666.49,19,high,Female,18.38,2998,0
6047,E,Road,3,3,248.68,6,high,Female,3.6,3800,0
6048,B,Ship,4,4,507.85,2,medium,Male,10.0,3867,0
6049,C,Road,3,4,265.07,14,medium,Male,10.44,2617,0
6050,B,Road,3,1,951.57,1,high,Male,24.39,576,0
6051,E,Flight,9,2,70.34,17,medium,Female,16.13,4107,1
6052,A,Road,0,2,281.93,0,high,Male,16.63,4925,1
6053,B,Road,5,4,894.18,0,low,Female,8.47,3001,0
6054,E,Flight,9,3,485.24,10,high,Male,9.4,2796,0
6055,D,Flight,9,1,604.08,2,high,Female,13.54,1824,0
6056,C,Flight,6,2,655.18,9,medium,Male,24.51,4935,0
6057,B,Ship,6,1,80.22,11,high,Female,9.51,3011,0
6058,A,Ship,7,2,27.56,5,low,Male,9.64,2499,0
6059,D,Flight,6,5,938.46,6,high,Male,17.07,4321,0
6060,E,Ship,5,5,278.79,16,high,Male,25.19,2976,0
6061,C,Flight,7,1,386.51,16,high,Male,15.12,4733,0
6062,A,Ship,2,4,685.27,3,high,Female,3.85,217,0
6063,E,Road,8,4,243.94,0,medium,Male,27.46,3635,0
6064,E,Ship,2,2,735.74,0,medium,Female,14.13,2388,0
6065,B,Ship,3,5,463.66,16,medium,Female,23.21,4198,0
6066,B,Road,9,5,858.04,10,high,Female,1.3,592,1
6067,A,Flight,5,1,285.76,2,low,Male,25.09,3335,0
6068,E,Ship,7,1,211.78,9,medium,Male,1.75,1964,0
6069,B,Ship,2,4,833.37,1,low,Male,29.03,4062,0
6070,C,Road,9,4,333.06,15,medium,Male,26.71,2363,0
6071,C,Road,5,4,417.75,15,low,Male,8.0,1552,0
6072,E,Road,4,3,795.77,7,high,Female,6.71,3135,1
6073,B,Road,4,5,639.22,6,high,Male,23.5,2090,0
6074,A,Flight,4,5,447.31,9,medium,Male,4.55,1444,0
6075,A,Ship,8,1,257.39,3,low,Male,26.05,2000,0
6076,A,Ship,6,5,766.56,8,high,Female,0.96,1740,1
6077,C,Ship,8,1,188.63,4,high,Male,19.55,2054,0
6078,B,Ship,8,3,929.0,6,high,Female,7.8,4921,1
6079,B,Flight,5,4,158.81,3,medium,Male,25.28,658,0
6080,C,Ship,5,3,806.88,0,low,Female,11.31,214,0
6081,A,Flight,3,4,430.01,11,medium,Male,12.98,3564,0
6082,A,Flight,7,4,194.15,15,low,Female,4.37,3887,0
6083,E,Road,1,1,408.36,15,medium,Male,18.79,363,0
6084,D,Road,4,4,229.34,7,high,Male,14.12,429,0
6085,B,Ship,0,3,144.63,12,low,Male,0.26,3653,0
6086,B,Flight,9,2,246.76,8,medium,Female,21.93,4560,0
6087,B,Road,1,1,868.72,9,high,Male,3.84,2716,0
6088,D,Flight,0,4,114.88,7,high,Male,15.78,4950,0
6089,E,Road,5,4,972.81,0,low,Male,16.17,2837,0
6090,D,Flight,1,5,14.95,2,medium,Male,8.98,2538,0
6091,A,Ship,3,1,661.66,4,high,Female,6.86,483,0
6092,A,Ship,4,1,857.95,6,low,Male,9.34,3853,1
6093,B,Flight,6,3,934.62,15,low,Male,11.94,3989,0
6094,C,Road,9,2,152.55,7,high,Male,28.03,3729,0
6095,B,Road,0,3,701.23,0,medium,Female,20.08,379,0
6096,C,Ship,4,3,116.28,2,low,Male,28.96,1968,0
6097,D,Ship,3,3,359.09,5,high,Male,2.55,1865,1
6098,A,Ship,6,2,734.61,11,high,Male,1.36,4333,0
6099,C,Road,9,3,352.51,14,high,Female,1.75,4065,0
6100,D,Road,6,1,320.24,16,medium,Male,25.78,4543,0
6101,A,Ship,7,2,124.89,17,medium,Male,25.03,3518,0
6102,C,Flight,3,4,75.77,16,low,Male,13.14,2857,0
6103,B,Road,3,5,124.13,11,low,Male,13.06,4896,0
6104,B,Ship,9,5,876.72,15,high,Female,12.82,2589,1
6105,B,Flight,4,1,21.09,11,low,Female,28.33,4788,0
6106,D,Road,4,5,695.94,3,high,Male,7.86,580,0
6107,B,Flight,2,5,770.94,8,low,Male,21.55,1297,0
6108,E,Flight,4,5,572.21,14,medium,Female,3.3,1706,0
6109,A,Road,4,4,733.47,4,medium,Male,7.85,3477,1
6110,D,Ship,7,5,655.75,10,high,Female,17.95,1671,0
6111,B,Flight,6,3,461.0,17,low,Male,17.93,2839,0
6112,A,Ship,7,1,388.88,0,low,Female,16.61,4674,0
6113,C,Road,4,1,941.92,15,low,Female,3.7,1829,0
6114,B,Flight,1,1,972.22,17,high,Male,22.64,1812,0
6115,A,Flight,7,4,654.76,12,low,Male,21.33,4137,0
6116,E,Flight,8,4,205.33,19,medium,Female,20.43,1718,0
6117,C,Flight,1,5,453.42,15,low,Male,3.88,1278,0
6118,E,Flight,0,3,501.57,15,medium,Male,6.63,4649,1
6119,A,Road,5,5,760.39,2,low,Male,27.32,101,0
6120,E,Flight,2,1,671.1,17,high,Male,14.48,4189,0
6121,A,Road,0,3,519.67,10,high,Male,12.54,3760,1
6122,A,Ship,5,1,683.56,12,low,Female,26.18,4698,0
6123,E,Road,7,3,33.82,1,low,Female,8.85,2194,1
6124,A,Flight,8,2,778.87,2,medium,Male,24.78,1311,0
6125,B,Ship,5,4,219.52,0,high,Female,13.24,4845,0
6126,A,Road,5,4,659.85,0,low,Male,18.65,1312,1
6127,D,Road,0,1,122.83,14,high,Male,10.94,1419,1
6128,A,Road,4,1,123.32,2,high,Female,27.49,322,1
6129,D,Flight,2,2,45.3,3,low,Female,3.19,809,0
6130,A,Flight,6,5,911.13,11,low,Female,6.51,4646,0
6131,A,Road,8,3,608.51,11,low,Female,6.08,3794,1
6132,E,Road,5,2,368.34,13,low,Female,7.81,3620,0
6133,B,Ship,4,2,789.9,10,medium,Male,13.63,1202,1
6134,B,Flight,6,1,629.82,5,low,Female,3.51,4617,0
6135,C,Flight,8,1,623.88,13,medium,Female,1.17,753,0
6136,E,Ship,4,5,492.17,1,low,Female,16.98,1014,0
6137,E,Road,4,5,17.85,2,high,Female,15.06,2284,0
6138,B,Road,9,1,265.88,17,low,Female,10.22,900,0
6139,E,Ship,3,4,117.99,7,medium,Male,5.12,3160,1
6140,B,Road,4,5,665.79,1,low,Male,3.52,3972,0
6141,E,Road,6,2,256.13,19,low,Female,26.67,2442,0
6142,A,Ship,2,1,455.66,15,high,Male,13.03,1924,0
6143,B,Ship,3,3,359.9,13,high,Male,28.57,3687,0
6144,B,Ship,8,3,151.77,18,medium,Male,9.76,437,1
6145,D,Road,1,4,958.79,19,low,Male,18.38,2374,1
6146,E,Ship,7,1,934.09,3,low,Female,17.02,2393,0
6147,E,Road,8,2,93.76,5,high,Female,4.88,4554,1
6148,B,Flight,4,4,829.09,11,medium,Male,14.81,1333,0
6149,A,Flight,6,2,493.49,9,low,Male,14.54,4085,0
6150,A,Ship,5,3,776.0,8,medium,Male,15.19,1024,1
6151,A,Road,0,2,159.65,2,medium,Female,9.06,844,0
6152,E,Road,7,3,140.95,0,medium,Male,7.29,491,0
6153,D,Road,8,5,891.85,13,high,Female,12.31,4116,0
6154,B,Ship,9,3,898.84,7,high,Female,27.68,3506,0
6155,C,Road,0,3,471.25,17,low,Male,17.08,2347,0
6156,D,Road,7,4,871.46,11,medium,Female,14.06,402,0
6157,C,Road,2,4,670.78,11,medium,Female,5.87,2780,1
6158,D,Flight,5,1,193.16,9,medium,Male,27.78,3338,1
6159,A,Road,9,1,335.66,3,low,Male,19.79,315,0
6160,E,Flight,7,3,144.7,19,low,Male,29.66,2851,1
6161,C,Road,4,5,776.21,4,medium,Female,5.06,1367,0
6162,D,Road,7,1,985.4,7,medium,Male,11.71,3311,0
6163,E,Road,6,3,550.91,18,medium,Female,9.98,3207,0
6164,C,Flight,6,4,659.31,5,low,Female,9.97,3697,0
6165,B,Road,6,1,748.63,15,medium,Male,0.99,2966,0
6166,D,Ship,8,1,232.02,8,medium,Female,16.14,4378,0
6167,B,Road,5,3,342.64,10,high,Female,18.26,433,0
6168,A,Flight,5,3,418.2,2,medium,Female,1.41,2303,1
6169,B,Flight,8,2,598.64,13,high,Female,26.39,2702,0
6170,B,Ship,5,2,851.99,4,medium,Female,6.04,3319,0
6171,D,Ship,6,5,261.66,5,high,Female,4.43,1520,0
6172,A,Ship,6,1,476.18,0,high,Female,5.41,273,1
6173,B,Flight,1,2,754.02,12,low,Female,12.65,1204,0
6174,E,Road,7,3,96.51,8,medium,Male,2.47,129,0
6175,C,Road,5,1,517.76,2,medium,Male,24.72,531,0
6176,B,Ship,3,2,152.94,5,medium,Male,20.4,3787,0
6177,A,Ship,6,5,543.76,19,high,Female,14.17,1091,0
6178,B,Road,7,5,770.14,7,low,Male,15.02,911,1
6179,C,Ship,0,5,244.58,3,high,Male,12.18,735,0
6180,A,Road,9,5,850.98,5,high,Female,21.47,1718,0
6181,D,Road,3,3,341.46,11,high,Male,28.6,3244,0
6182,A,Road,3,5,198.88,11,medium,Male,16.6,2318,0
6183,D,Road,9,4,470.67,6,high,Male,16.9,3133,0
6184,A,Flight,8,5,877.31,15,high,Female,15.67,4831,1
6185,C,Road,5,2,78.24,6,low,Female,27.3,2276,1
6186,C,Ship,3,1,334.3,2,medium,Female,19.07,2964,1
6187,A,Ship,0,2,656.63,12,low,Female,26.23,3958,1
6188,B,Ship,7,1,364.01,19,medium,Female,17.53,208,0
6189,C,Ship,8,3,80.12,8,low,Female,20.95,367,0
6190,D,Flight,4,1,338.68,10,medium,Female,19.67,4223,0
6191,D,Road,4,4,822.75,6,medium,Female,13.22,208,0
6192,E,Road,9,5,968.36,14,high,Male,4.12,3145,1
6193,D,Ship,7,2,49.38,0,low,Male,12.66,3586,0
6194,E,Ship,7,1,573.59,1,medium,Male,26.16,4511,0
6195,A,Ship,4,2,114.25,0,high,Male,19.68,4400,0
6196,A,Road,3,5,683.59,14,low,Male,28.31,3416,0
6197,A,Flight,5,3,17.81,3,medium,Male,8.36,3790,0
6198,B,Flight,9,5,24.59,3,medium,Female,14.15,2670,0
6199,B,Flight,4,3,779.11,13,medium,Male,22.3,2031,0
6200,E,Flight,7,2,83.69,4,high,Female,3.97,314,0
6201,D,Ship,8,3,312.13,0,low,Male,2.95,3741,0
6202,D,Road,0,3,958.46,14,medium,Male,22.58,1753,0
6203,A,Ship,8,3,985.39,6,medium,Female,19.96,704,1
6204,C,Flight,8,3,169.79,15,low,Male,14.43,1186,0
6205,B,Ship,5,3,565.29,13,low,Male,2.0,3564,0
6206,B,Flight,9,1,563.56,14,low,Female,18.83,1091,0
6207,A,Road,4,3,457.86,14,low,Female,20.05,2598,0
6208,B,Flight,6,3,925.45,19,medium,Female,9.02,2666,0
6209,A,Ship,7,5,756.49,0,high,Female,2.7,2537,0
6210,E,Road,8,5,766.88,18,low,Male,15.12,4614,1
6211,D,Flight,8,5,276.87,6,high,Female,14.59,3390,0
6212,C,Flight,9,3,439.98,17,high,Male,8.85,2559,1
6213,D,Road,2,5,492.55,14,high,Male,16.91,4986,0
6214,D,Ship,7,1,305.92,12,low,Female,18.26,1005,1
6215,E,Road,0,2,103.87,18,high,Female,27.68,3993,0
6216,B,Ship,6,5,135.1,17,high,Female,23.22,882,0
6217,C,Flight,4,5,188.86,3,medium,Female,24.27,4974,0
6218,B,Flight,1,1,211.62,17,low,Male,5.57,1946,0
6219,D,Road,1,4,249.84,3,low,Male,13.74,3670,0
6220,A,Flight,7,4,262.91,15,low,Male,6.23,828,0
6221,D,Road,4,1,461.16,13,low,Female,5.61,1035,1
6222,B,Flight,2,5,514.48,13,low,Female,15.16,2574,1
6223,D,Flight,0,2,315.79,6,medium,Male,8.4,3620,0
6224,A,Ship,6,5,908.22,12,high,Male,6.44,447,0
6225,E,Road,2,1,557.61,13,medium,Female,21.77,995,0
6226,B,Road,6,1,789.6,9,high,Male,1.02,470,0
6227,D,Flight,1,3,925.0,12,low,Female,22.56,3509,1
6228,B,Ship,3,1,171.5,5,medium,Female,26.96,4177,1
6229,E,Ship,1,3,433.6,10,low,Female,21.14,497,0
6230,D,Road,3,1,438.88,5,low,Female,5.79,2959,1
6231,D,Road,4,3,360.93,10,high,Male,22.08,2582,0
6232,B,Flight,7,3,18.82,18,high,Female,15.06,131,0
6233,B,Road,1,5,817.81,16,high,Male,19.14,910,0
6234,A,Flight,9,3,120.44,2,medium,Male,11.78,617,0
6235,E,Ship,2,4,995.53,0,high,Male,5.71,4865,0
6236,A,Road,9,1,775.23,15,low,Male,0.68,2220,1
6237,D,Ship,4,2,584.21,11,high,Male,22.24,2275,0
6238,B,Ship,8,1,163.06,13,high,Female,12.8,3497,0
6239,D,Flight,9,5,520.24,17,high,Male,7.26,1847,1
6240,D,Ship,4,5,268.5,2,high,Male,18.69,4916,0
6241,C,Flight,8,3,259.8,7,low,Male,23.78,2661,1
6242,C,Flight,3,5,831.23,17,high,Male,15.87,3181,0
6243,D,Ship,9,5,386.84,15,low,Female,22.84,1184,0
6244,B,Ship,4,1,456.22,14,medium,Male,10.16,612,0
6245,D,Flight,8,4,844.54,1,medium,Female,19.59,2437,0
6246,C,Flight,3,4,96.91,15,low,Male,18.48,4946,0
6247,B,Ship,4,3,598.67,9,medium,Female,5.2,3928,0
6248,D,Flight,4,5,582.43,10,high,Male,22.15,903,0
6249,E,Flight,3,5,430.96,18,high,Male,22.81,267,0
6250,E,Road,3,4,831.48,18,high,Female,19.7,1015,0
6251,D,Road,4,3,943.46,9,medium,Female,11.39,1347,0
6252,B,Road,5,5,470.68,16,low,Female,16.39,116,0
6253,D,Road,6,3,461.59,0,medium,Female,13.15,3850,0
6254,D,Road,5,1,507.04,6,medium,Male,0.09,1593,0
6255,C,Flight,0,5,725.89,15,low,Male,0.34,232,0
6256,E,Flight,1,5,671.38,10,low,Male,5.91,2980,1
6257,C,Road,6,5,230.61,17,medium,Female,27.39,2882,0
6258,C,Ship,2,4,73.26,0,medium,Male,18.94,1141,0
6259,D,Road,9,4,949.76,1,low,Female,11.7,161,1
6260,C,Ship,1,5,268.46,1,low,Female,18.21,2545,0
6261,E,Flight,5,5,642.21,5,medium,Male,1.92,4596,0
6262,C,Ship,3,1,830.15,7,high,Male,3.13,496,1
6263,E,Flight,4,1,307.27,19,high,Female,2.43,2555,0
6264,C,Ship,5,3,639.08,13,high,Male,24.51,4679,1
6265,E,Flight,2,3,116.82,19,low,Female,30.0,930,0
6266,C,Flight,0,4,970.23,7,high,Female,6.71,3829,1
6267,C,Road,2,2,67.58,16,high,Male,14.48,2553,0
6268,B,Flight,2,1,443.79,4,low,Female,3.98,1660,0
6269,E,Road,5,3,541.45,2,low,Female,26.45,2428,1
6270,E,Road,3,1,792.58,17,low,Male,4.68,1016,0
6271,E,Road,6,1,129.92,9,high,Male,15.75,4177,1
6272,A,Ship,1,2,446.4,3,high,Male,17.44,896,0
6273,C,Ship,3,1,306.71,9,high,Female,14.42,3743,0
6274,E,Flight,7,2,318.89,17,high,Female,1.83,2657,0
